,Unnamed: 0,event_date,event_type,country,admin1,actor1,actor2,assoc_actor_1,assoc_actor_2
3839,881614,10 December 2013,Battles,Mali,Tombouctou,Military Forces of France (2012-2017),Islamist Militia (Mali),,
3840,881694,08 December 2013,Battles,Mali,Tombouctou,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,,
3844,882289,30 November 2013,Battles,Mali,Gao,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
3854,882853,21 November 2013,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
3855,882861,20 November 2013,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of France (2012-2017),,
3857,883417,13 November 2013,Battles,Mali,Kidal,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,,
3858,883866,08 November 2013,Battles,Mali,Gao,MNLA: National Movement for the Liberation of Azawad,Military Forces of Mali (2013-2020),,
3860,884235,04 November 2013,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
3863,884578,30 October 2013,Explosions/Remote violence,Mali,Gao,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of Mali (2013-2020),,Military Forces of France (2012-2017)
3864,885186,23 October 2013,Battles,Mali,Kidal,AQIM: Al Qaeda in the Islamic Maghreb,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
3867,886188,08 October 2013,Battles,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2013-2020),,
3868,886252,07 October 2013,Battles,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2013-2020),,
3871,886668,01 October 2013,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Military Forces of France (2012-2017),,
3872,886709,01 October 2013,Battles,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,Military Forces of France (2012-2017)
3873,886748,30 September 2013,Battles,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,Military Forces of Mali (2013-2020),,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)
3874,886772,30 September 2013,Battles,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,Military Forces of France (2012-2017)
3876,886830,29 September 2013,Battles,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,Military Forces of Mali (2013-2020),,
3877,886842,29 September 2013,Battles,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3878,886908,28 September 2013,Explosions/Remote violence,Mali,Tombouctou,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of Mali (2013-2020),,
3880,886982,27 September 2013,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3884,887767,17 September 2013,Battles,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of Algeria (1999-),,
3885,887936,15 September 2013,Explosions/Remote violence,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,Civilians (Mali),,Government of Mali (2012-2013)
3886,888187,11 September 2013,Battles,Mali,Tombouctou,MNLA: National Movement for the Liberation of Azawad,Military Forces of Mali (2013-2020),,
3887,889148,29 August 2013,Battles,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,Arab Ethnic Militia (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),
3889,889869,18 August 2013,Battles,Mali,Kidal,Ansar Dine,MNLA: National Movement for the Liberation of Azawad,,
3890,890137,14 August 2013,Battles,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,Military Forces of Mali (2012-2013),,
3896,891912,19 July 2013,Battles,Mali,Kidal,Kidal Communal Militia (Mali),Tuareg Ethnic Militia (Mali),,
3907,894797,05 June 2013,Battles,Mali,Kidal,Military Forces of Mali (2012-2013),MNLA: National Movement for the Liberation of Azawad,,
3908,894817,05 June 2013,Battles,Mali,Kidal,Military Forces of Mali (2012-2013),MNLA: National Movement for the Liberation of Azawad,,
3909,894889,04 June 2013,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,MNLA: National Movement for the Liberation of Azawad
3914,895351,28 May 2013,Battles,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of France (2012-2017),,
3916,896068,17 May 2013,Battles,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad,,
3918,896517,11 May 2013,Battles,Mali,Tombouctou,MAA: Arab Movement of the Azawad,MNLA: National Movement for the Liberation of Azawad,,
3919,896636,10 May 2013,Explosions/Remote violence,Mali,Tombouctou,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),,
3920,896638,10 May 2013,Explosions/Remote violence,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),,
3922,897021,05 May 2013,Battles,Mali,Tombouctou,MISMA: International Support Mission for Mali (2012-),MNLA: National Movement for the Liberation of Azawad,Military Forces of Mali (2012-2013),
3924,897112,04 May 2013,Explosions/Remote violence,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),,
3925,897114,04 May 2013,Battles,Mali,Tombouctou,MAA: Arab Movement of the Azawad,MNLA: National Movement for the Liberation of Azawad,,
3926,897449,29 April 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,,
3928,897717,25 April 2013,Battles,Mali,Kidal,Kounta Ethnic Militia (Mali),Tilemsi Communal Militia (Mali),,
3929,897970,21 April 2013,Battles,Mali,Tombouctou,MAA: Arab Movement of the Azawad,Unidentified Armed Group (Mali),,
3933,898479,12 April 2013,Explosions/Remote violence,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,Military Forces of Chad (1990-),,
3935,898903,06 April 2013,Battles,Mali,Bamako,Police Forces of Mali (2012-2013),Police Forces of Mali (2012-2013),,
3937,899137,02 April 2013,Battles,Mali,Tombouctou,Military Forces of Mali (2012-2013),AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of France (2012-2017),
3941,899308,31 March 2013,Battles,Mali,Tombouctou,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of France (2012-2017),,Military Forces of Mali (2012-2013)
3943,899362,30 March 2013,Explosions/Remote violence,Mali,Tombouctou,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of France (2012-2017),,Military Forces of Mali (2012-2013)
3944,899364,30 March 2013,Battles,Mali,Tombouctou,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of France (2012-2017),,Military Forces of Mali (2012-2013)
3945,899383,30 March 2013,Explosions/Remote violence,Mali,Gao,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of Mali (2012-2013),,
3946,899402,30 March 2013,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2012-2013),,
3947,899451,29 March 2013,Battles,Mali,Gao,MNLA: National Movement for the Liberation of Azawad,AQIM: Al Qaeda in the Islamic Maghreb,,
3948,899489,28 March 2013,Battles,Mali,Kidal,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,,
3950,899564,27 March 2013,Battles,Mali,Kidal,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,,
3951,899781,24 March 2013,Battles,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),,
3952,899822,23 March 2013,Battles,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),,
3954,899980,21 March 2013,Battles,Mali,Tombouctou,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),,
3955,900038,20 March 2013,Battles,Mali,Tombouctou,Ansar Dine,Military Forces of Mali (2012-2013),,
3956,900041,20 March 2013,Explosions/Remote violence,Mali,Tombouctou,Ansar Dine,Military Forces of Mali (2012-2013),,
3964,900380,16 March 2013,Battles,Mali,Kidal,Ansar Dine,Military Forces of France (2012-2017),,
3965,900458,15 March 2013,Battles,Mali,Gao,Ansar Dine,Military Forces of France (2012-2017),,
3966,900529,14 March 2013,Battles,Mali,Gao,Ansar Dine,Military Forces of France (2012-2017),,
3967,900712,12 March 2013,Battles,Mali,Kidal,Military Forces of Chad (1990-),Ansar Dine,Military Forces of France (2012-2017),
3968,901047,08 March 2013,Battles,Mali,Kidal,Military Forces of Chad (1990-),AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of France (2012-2017),
3971,901225,06 March 2013,Battles,Mali,Kidal,Military Forces of Chad (1990-),Ansar Dine,Military Forces of France (2012-2017),
3972,901442,04 March 2013,Battles,Mali,Kidal,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of Mali (2012-2013),,Military Forces of France (2012-2017)
3973,901560,03 March 2013,Battles,Mali,Kidal,Ansar Dine,Military Forces of France (2012-2017),,
3975,901696,02 March 2013,Battles,Mali,Kidal,Military Forces of Chad (1990-),AQIM: Al Qaeda in the Islamic Maghreb,,
3976,901734,01 March 2013,Battles,Mali,Kidal,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of Mali (2012-2013),
3977,901735,01 March 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),
3978,901919,27 February 2013,Explosions/Remote violence,Mali,Kidal,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of Mali (2012-2013),,
3979,901936,27 February 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of Chad (1990-),
3980,902036,26 February 2013,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MNLA: National Movement for the Liberation of Azawad,,
3981,902145,25 February 2013,Battles,Mali,Kidal,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of Chad (1990-),,
3982,902198,24 February 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),MUJAO: Movement for Unity and Jihad in West Africa,,
3983,902288,23 February 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,,
3984,902289,23 February 2013,Explosions/Remote violence,Mali,Gao,Military Forces of France (2012-2017),MAA: Arab Movement of the Azawad,,
3985,902292,23 February 2013,Battles,Mali,Gao,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad,,
3986,902293,23 February 2013,Battles,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad,,
3988,902373,22 February 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,,
3989,902376,22 February 2013,Explosions/Remote violence,Mali,Gao,Military Forces of Mali (2012-2013),Ansar Dine,,
3990,902378,22 February 2013,Battles,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad,,
3991,902380,22 February 2013,Battles,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,MUJAO: Movement for Unity and Jihad in West Africa,,
3992,902381,22 February 2013,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MNLA: National Movement for the Liberation of Azawad,,
3993,902440,21 February 2013,Battles,Mali,Kidal,Military Forces of Chad (1990-),Ansar Dine,,
3994,902441,21 February 2013,Battles,Mali,Gao,Military Forces of Mali (2012-2013),Ansar Dine,,
3995,902442,21 February 2013,Explosions/Remote violence,Mali,Kidal,Ansar Dine,Civilians (Mali),,
3996,902443,21 February 2013,Battles,Mali,Gao,Military Forces of Mali (2012-2013),Ansar Dine,Military Forces of France (2012-2017),
3997,902446,21 February 2013,Explosions/Remote violence,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),,
3998,902447,21 February 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,Military Forces of Mali (2012-2013),
3999,902522,20 February 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,,
4000,902524,20 February 2013,Explosions/Remote violence,Mali,Kidal,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of France (2012-2017),,Military Forces of Chad (1990-)
4001,902589,19 February 2013,Battles,Mali,Kidal,Military Forces of France (2012-2017),Ansar Dine,,
4005,902906,16 February 2013,Battles,Mali,Tombouctou,Military Forces of Algeria (1999-),Ansar Dine,,
4011,903288,11 February 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,Military Forces of Mali (2012-2013),
4012,903289,11 February 2013,Battles,Mali,Gao,Military Forces of Mali (2012-2013),Ansar Dine,Military Forces of France (2012-2017),
4013,903347,10 February 2013,Battles,Mali,Gao,Military Forces of Mali (2012-2013),Ansar Dine,,
4014,903349,10 February 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of Mali (2012-2013),Ansar Dine,,
4015,903350,10 February 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of Mali (2012-2013),Ansar Dine,,
4016,903351,10 February 2013,Battles,Mali,Gao,Military Forces of Mali (2012-2013),MUJAO: Movement for Unity and Jihad in West Africa,,
4018,903354,10 February 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,Military Forces of Nigeria (1999-2015),
4019,903403,09 February 2013,Explosions/Remote violence,Mali,Gao,Military Forces of Mali (2012-2013),MUJAO: Movement for Unity and Jihad in West Africa,,
4020,903431,09 February 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of Mali (2012-2013),Ansar Dine,,
4021,903432,09 February 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of Mali (2012-2013),Ansar Dine,,
4023,903455,08 February 2013,Explosions/Remote violence,Mali,Kidal,MUJAO: Movement for Unity and Jihad in West Africa,Civilians (Mali),,
4024,903456,08 February 2013,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Police Forces of Mali (2012-2013)
4026,903488,08 February 2013,Battles,Mali,Bamako,Military Forces of Mali (2012-2013),Military Forces of Mali (2012-2013),,
4028,903608,06 February 2013,Explosions/Remote violence,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Civilians (Mali),,
4029,903627,06 February 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,Military Forces of Mali (2012-2013),
4032,903701,05 February 2013,Explosions/Remote violence,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,,
4033,903776,04 February 2013,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,
4034,903868,03 February 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),Ansar Dine,,
4035,903949,02 February 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),Ansar Dine,,
4037,903999,01 February 2013,Explosions/Remote violence,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Military Forces of Mali (2012-2013),,
4038,904102,31 January 2013,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2012-2013),,
4041,904122,31 January 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),Ansar Dine,,
4042,904123,31 January 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),Ansar Dine,,
4043,904219,30 January 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),Ansar Dine,,
4047,904301,29 January 2013,Battles,Mali,Kidal,Ansar Dine,MNLA: National Movement for the Liberation of Azawad,,
4048,904302,29 January 2013,Battles,Mali,Kidal,Ansar Dine,MNLA: National Movement for the Liberation of Azawad,,
4056,904437,28 January 2013,Battles,Mali,Tombouctou,Military Forces of France (2012-2017),Ansar Dine,Military Forces of Mali (2012-2013),
4060,904539,27 January 2013,Explosions/Remote violence,Mali,Tombouctou,Military Forces of France (2012-2017),AQIM: Al Qaeda in the Islamic Maghreb,,
4061,904540,27 January 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,Military Forces of Mali (2012-2013),
4062,904541,27 January 2013,Battles,Mali,Tombouctou,Military Forces of France (2012-2017),Ansar Dine,Military Forces of Mali (2012-2013),
4063,904543,27 January 2013,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),Ansar Dine,,
4064,904629,26 January 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,,
4065,904630,26 January 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,Military Forces of Niger (2011-),
4066,904631,26 January 2013,Battles,Mali,Gao,Military Forces of France (2012-2017),Ansar Dine,,
